epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,167.109,1.27662,1.01068,1.03772,0.58318,0.52194,0.50361,0.23669,1.78307,2.01192,1.24253,0.00808389,0.00808389,0.00808389
60,169.974,1.27726,1.00606,1.04118,0.57759,0.61184,0.54692,0.33691,1.58427,1.75066,1.11569,0.00802208,0.00802208,0.00802208
61,172.805,1.29622,0.98947,1.0296,0.55254,0.64297,0.58021,0.35534,1.60409,1.50058,1.09548,0.00795954,0.00795954,0.00795954
62,175.381,1.31201,1.00554,1.02047,0.70203,0.53757,0.58253,0.35447,1.65985,1.5271,1.13356,0.00789628,0.00789628,0.00789628
63,178.025,1.27477,1.00805,1.04421,0.61202,0.5967,0.64173,0.40096,1.53155,1.29058,1.08646,0.00783231,0.00783231,0.00783231
64,180.645,1.29265,1.0156,1.03504,0.60759,0.58744,0.63095,0.40449,1.4721,1.27113,1.05342,0.00776766,0.00776766,0.00776766
65,183.175,1.25985,0.97432,1.03457,0.78188,0.52669,0.65519,0.39953,1.51219,1.26186,1.059,0.00770234,0.00770234,0.00770234
66,185.697,1.26053,0.97759,1.02177,0.71262,0.67335,0.70617,0.44801,1.49999,1.20462,1.03997,0.00763637,0.00763637,0.00763637
67,188.221,1.25017,0.96968,1.00794,0.68543,0.64377,0.70733,0.45443,1.45345,1.24959,1.02649,0.00756976,0.00756976,0.00756976
68,190.797,1.22848,0.94275,0.99282,0.50409,0.68611,0.6013,0.38118,1.51599,1.41348,1.05126,0.00750252,0.00750252,0.00750252
69,193.383,1.25016,0.99177,1.02054,0.53069,0.68361,0.61283,0.36883,1.48205,1.31761,1.04853,0.00743468,0.00743468,0.00743468
70,196.084,1.242,0.98238,1.02419,0.60539,0.64022,0.61772,0.37205,1.49179,1.28097,1.04485,0.00736625,0.00736625,0.00736625
71,198.697,1.21667,0.93437,0.99619,0.62425,0.52171,0.58483,0.38474,1.48447,1.32047,1.02463,0.00729725,0.00729725,0.00729725
72,202.596,1.26378,0.94755,1.02041,0.56153,0.64256,0.60445,0.38733,1.51469,1.32869,1.04192,0.0072277,0.0072277,0.0072277
73,206.49,1.25847,0.93923,1.00848,0.74615,0.637,0.71987,0.46856,1.40714,1.13389,1.01823,0.00715761,0.00715761,0.00715761
74,210.334,1.22758,0.92936,1.00372,0.63725,0.69124,0.69484,0.47117,1.42967,1.12813,1.03904,0.007087,0.007087,0.007087
75,214.304,1.2664,0.94069,1.01554,0.71957,0.53325,0.65584,0.42448,1.43905,1.30076,1.05782,0.00701588,0.00701588,0.00701588
76,218.246,1.21923,0.97332,1.01797,0.67248,0.61942,0.68326,0.44046,1.46745,1.1608,1.0609,0.00694428,0.00694428,0.00694428
77,222.045,1.2297,0.93046,1.01506,0.75532,0.56137,0.70798,0.45013,1.41884,1.16113,1.0424,0.00687222,0.00687222,0.00687222
78,225.909,1.23033,0.94148,1.0133,0.70712,0.52086,0.65752,0.39142,1.42596,1.1771,1.04894,0.0067997,0.0067997,0.0067997
79,229.816,1.258,0.9553,1.02135,0.66951,0.6369,0.6833,0.42274,1.46845,1.28346,1.04337,0.00672675,0.00672675,0.00672675
80,233.667,1.19842,0.90601,1.01701,0.78156,0.56092,0.76386,0.47957,1.481,1.16437,1.05055,0.00665339,0.00665339,0.00665339
81,237.489,1.22609,0.90123,1.03042,0.69095,0.63609,0.6891,0.39936,1.52592,1.07347,1.06054,0.00657963,0.00657963,0.00657963
82,241.227,1.20807,0.92451,1.04004,0.59685,0.69519,0.5907,0.33463,1.52516,1.1166,1.06781,0.0065055,0.0065055,0.0065055
83,245.227,1.23179,0.9146,0.98977,0.63686,0.71692,0.66965,0.39492,1.50298,1.10381,1.0371,0.00643101,0.00643101,0.00643101
84,249.187,1.25483,0.95138,1.03921,0.53236,0.6696,0.54486,0.33615,1.49424,1.27806,1.03913,0.00635617,0.00635617,0.00635617
85,253.358,1.26503,0.93575,1.01352,0.63788,0.52404,0.5982,0.38229,1.43327,1.25378,1.04384,0.00628101,0.00628101,0.00628101
86,257.568,1.20099,0.93132,1.01866,0.44948,0.61504,0.49024,0.30578,1.434,1.40142,1.03219,0.00620555,0.00620555,0.00620555
87,261.47,1.22197,0.92469,1.01147,0.68971,0.6861,0.72576,0.47094,1.43643,1.05171,1.00609,0.00612981,0.00612981,0.00612981
88,265.441,1.26792,0.93728,1.01938,0.64148,0.64775,0.67711,0.42563,1.43838,1.06301,1.02004,0.0060538,0.0060538,0.0060538
89,269.193,1.20385,0.91699,1.00553,0.51886,0.64727,0.61457,0.36445,1.41923,1.18002,1.0146,0.00597754,0.00597754,0.00597754
90,273.176,1.21138,0.87971,1.03489,0.47775,0.64579,0.52894,0.30661,1.50508,1.44732,1.02738,0.00590105,0.00590105,0.00590105
91,276.479,1.18307,0.87319,1.00327,0.68744,0.64162,0.74425,0.46226,1.41797,1.08512,1.02264,0.00582435,0.00582435,0.00582435
92,279.362,1.19904,0.88659,0.98846,0.7316,0.71876,0.75432,0.4987,1.41302,1.05416,1.01816,0.00574746,0.00574746,0.00574746
93,282.471,1.19492,0.86007,0.99556,0.62777,0.63569,0.58936,0.39901,1.41843,1.27822,1.04244,0.0056704,0.0056704,0.0056704
94,285.412,1.1784,0.85296,1.01119,0.72016,0.64417,0.65536,0.42174,1.45802,1.16982,1.04331,0.00559318,0.00559318,0.00559318
95,288.203,1.2079,0.89012,1.00516,0.5554,0.66359,0.53701,0.33217,1.42754,1.16659,1.01694,0.00551584,0.00551584,0.00551584
96,290.872,1.14914,0.85252,0.97453,0.49863,0.6281,0.60284,0.36767,1.38558,1.18834,1.00404,0.00543837,0.00543837,0.00543837
97,293.578,1.16805,0.87528,0.98955,0.50098,0.5636,0.58164,0.36026,1.39095,1.36477,1.0106,0.00536081,0.00536081,0.00536081
98,296.292,1.13876,0.84075,0.99057,0.46416,0.62689,0.58643,0.39437,1.45937,1.29208,1.01194,0.00528318,0.00528318,0.00528318
99,299.156,1.16861,0.8647,0.99225,0.61662,0.6059,0.63672,0.40174,1.46146,1.14842,1.01376,0.00520548,0.00520548,0.00520548
100,301.98,1.15707,0.85337,0.98295,0.6337,0.75251,0.67607,0.43744,1.42847,1.09926,1.00561,0.00512775,0.00512775,0.00512775
101,304.855,1.16863,0.85806,0.99527,0.67162,0.68083,0.69005,0.46097,1.37775,1.1623,0.99321,0.00505,0.00505,0.00505
102,307.754,1.09754,0.81621,0.97707,0.59476,0.7022,0.74674,0.51166,1.38451,1.27096,1.00331,0.00497225,0.00497225,0.00497225
103,310.87,1.12192,0.8387,0.98547,0.80145,0.62638,0.75892,0.46896,1.43067,1.04971,1.00993,0.00489452,0.00489452,0.00489452
104,313.74,1.14071,0.84686,0.98899,0.7194,0.68835,0.73794,0.45178,1.42845,1.03765,1.02134,0.00481682,0.00481682,0.00481682
105,316.763,1.17879,0.8578,1.01493,0.92507,0.6206,0.79018,0.51805,1.40692,1.04052,1.0124,0.00473919,0.00473919,0.00473919
106,325.097,1.14338,0.85811,0.9882,0.7262,0.71154,0.79001,0.5289,1.43954,1.14733,1.02537,0.00466163,0.00466163,0.00466163
107,329.426,1.17492,0.86469,0.98716,0.86767,0.65398,0.80674,0.50656,1.44656,1.25428,1.02209,0.00458416,0.00458416,0.00458416
108,333.744,1.17452,0.87734,0.99297,0.71353,0.73943,0.78524,0.53367,1.40563,1.2007,1.01235,0.00450682,0.00450682,0.00450682
109,338.071,1.12584,0.82747,0.98009,0.73912,0.73867,0.80147,0.55354,1.37063,1.02443,0.99537,0.0044296,0.0044296,0.0044296
110,342.276,1.12483,0.84569,0.96468,0.87571,0.6661,0.79356,0.55197,1.33805,0.98416,0.98661,0.00435254,0.00435254,0.00435254
111,346.731,1.14443,0.82922,0.97953,0.78333,0.71476,0.75376,0.51031,1.34044,1.02551,0.98283,0.00427565,0.00427565,0.00427565
112,351.269,1.10472,0.86438,0.9786,0.76456,0.68838,0.73419,0.50323,1.35524,1.0538,0.98766,0.00419895,0.00419895,0.00419895
113,355.79,1.14288,0.85362,0.98915,0.7164,0.68242,0.79465,0.53286,1.37638,1.12611,0.99443,0.00412246,0.00412246,0.00412246
114,360.253,1.12629,0.85728,0.96901,0.72644,0.67475,0.76122,0.51383,1.38323,1.09004,0.98949,0.0040462,0.0040462,0.0040462
115,364.6,1.15298,0.8276,0.98968,0.64936,0.67898,0.7029,0.46644,1.40019,1.0913,1.00328,0.00397019,0.00397019,0.00397019
116,368.849,1.12087,0.8561,0.99231,0.62663,0.70553,0.72558,0.51303,1.32192,0.98547,0.98395,0.00389445,0.00389445,0.00389445
117,372.163,1.12017,0.83001,0.99456,0.63548,0.68111,0.70866,0.4843,1.34275,1.0304,0.98328,0.00381899,0.00381899,0.00381899
118,375.2,1.13114,0.83195,0.96695,0.56226,0.74459,0.64073,0.42429,1.35842,1.12434,0.9779,0.00374383,0.00374383,0.00374383
119,378.217,1.12956,0.83126,0.97708,0.58114,0.76393,0.68991,0.46685,1.32946,1.09093,0.97036,0.00366899,0.00366899,0.00366899
120,381.167,1.1088,0.81584,0.99013,0.65547,0.72107,0.73888,0.4924,1.33338,1.08037,0.96988,0.0035945,0.0035945,0.0035945
121,384.151,1.10203,0.7956,0.95996,0.7651,0.58233,0.73662,0.498,1.37706,1.07216,0.99707,0.00352037,0.00352037,0.00352037
122,387.216,1.07602,0.79783,0.96443,0.62489,0.74696,0.76738,0.52233,1.32302,1.00617,0.97432,0.00344661,0.00344661,0.00344661
123,390.162,1.10715,0.79303,0.96948,0.69079,0.68261,0.77165,0.53109,1.31363,1.03045,0.97071,0.00337325,0.00337325,0.00337325
124,393.101,1.06575,0.78574,0.98217,0.69628,0.69073,0.76799,0.5093,1.3048,1.03983,0.97658,0.0033003,0.0033003,0.0033003
125,396.277,1.04616,0.76366,0.96518,0.65151,0.75203,0.77509,0.5463,1.31341,0.98,0.98051,0.00322778,0.00322778,0.00322778
126,399.37,1.10494,0.81118,0.98145,0.69582,0.72796,0.81255,0.57372,1.31617,0.96258,0.97707,0.00315572,0.00315572,0.00315572
127,402.067,1.07085,0.76699,0.96237,0.80774,0.67075,0.82634,0.58828,1.32677,1.00349,0.97806,0.00308412,0.00308412,0.00308412
128,404.75,1.0854,0.7917,0.97449,0.73761,0.76004,0.82098,0.57484,1.32768,1.04326,0.97417,0.003013,0.003013,0.003013
129,407.752,1.07539,0.77359,0.95831,0.77062,0.7599,0.82025,0.57637,1.31636,1.04671,0.97316,0.00294239,0.00294239,0.00294239
130,410.826,1.07669,0.77859,0.95384,0.72093,0.76004,0.79139,0.56547,1.31453,1.01058,0.96707,0.0028723,0.0028723,0.0028723
131,413.963,1.0798,0.78981,0.96547,0.88998,0.6763,0.82725,0.60092,1.31329,0.93308,0.96642,0.00280275,0.00280275,0.00280275
132,417.318,1.10272,0.77802,0.96215,0.91832,0.75208,0.86182,0.61037,1.31826,0.9284,0.9692,0.00273375,0.00273375,0.00273375
133,420.695,1.08194,0.77227,0.96371,0.90138,0.74388,0.85451,0.61681,1.32232,0.94431,0.96479,0.00266532,0.00266532,0.00266532
134,423.379,1.06167,0.73666,0.95559,0.90315,0.65843,0.831,0.60143,1.33791,0.95194,0.97285,0.00259748,0.00259748,0.00259748
135,426.115,1.04586,0.73917,0.95755,0.76762,0.70848,0.82846,0.59159,1.38513,0.99732,0.98831,0.00253024,0.00253024,0.00253024
136,428.8,1.03001,0.73469,0.93842,0.75139,0.70664,0.81971,0.58044,1.40498,1.02331,0.9845,0.00246363,0.00246363,0.00246363
137,431.469,1.06448,0.75029,0.9517,0.66153,0.80746,0.81572,0.57939,1.3661,1.03133,0.97966,0.00239766,0.00239766,0.00239766
138,434.191,1.04532,0.75373,0.94305,0.68031,0.77115,0.79246,0.56253,1.34532,0.97268,0.98142,0.00233234,0.00233234,0.00233234
139,436.933,1.07648,0.74722,0.968,0.69944,0.77158,0.8116,0.57608,1.32756,0.92726,0.97973,0.00226769,0.00226769,0.00226769
140,439.631,1.01864,0.70783,0.93513,0.74842,0.72893,0.79252,0.56233,1.34462,0.93168,0.99232,0.00220372,0.00220372,0.00220372
141,442.297,1.04343,0.7441,0.98017,0.69544,0.67484,0.77665,0.53479,1.31628,0.95968,0.98389,0.00214046,0.00214046,0.00214046
142,444.983,1.03918,0.72819,0.95958,0.69573,0.73433,0.79979,0.55152,1.33032,1.02247,0.98493,0.00207792,0.00207792,0.00207792
143,447.663,1.03939,0.74626,0.96229,0.80298,0.67661,0.81133,0.57269,1.33243,1.05028,0.98599,0.00201611,0.00201611,0.00201611
144,450.37,1.03612,0.72851,0.94363,0.85016,0.65622,0.8065,0.5879,1.33914,1.04197,0.97085,0.00195505,0.00195505,0.00195505
145,453.103,1.02227,0.70126,0.94457,0.71569,0.72228,0.79193,0.57376,1.32019,1.03924,0.95778,0.00189475,0.00189475,0.00189475
146,455.781,1.01128,0.70032,0.92697,0.61724,0.75176,0.74501,0.53983,1.33766,1.03469,0.95208,0.00183523,0.00183523,0.00183523
147,458.468,1.01966,0.73273,0.93965,0.72013,0.69541,0.76685,0.54511,1.33405,1.03645,0.95784,0.00177651,0.00177651,0.00177651
148,461.213,1.01829,0.69638,0.94158,0.75751,0.72772,0.79505,0.58032,1.30658,1.01693,0.95505,0.00171859,0.00171859,0.00171859
149,464.062,1.05648,0.7143,0.94853,0.81947,0.71572,0.82628,0.6011,1.3128,0.97102,0.96748,0.00166149,0.00166149,0.00166149
150,466.825,1.01173,0.68588,0.94896,0.74777,0.76223,0.83135,0.59388,1.30966,0.96595,0.96944,0.00160523,0.00160523,0.00160523
151,469.566,0.98828,0.66943,0.93405,0.78013,0.7315,0.83289,0.58898,1.3048,0.96321,0.96383,0.00154982,0.00154982,0.00154982
152,472.239,0.98567,0.67315,0.92459,0.80123,0.67401,0.80439,0.5868,1.31566,0.98176,0.96366,0.00149527,0.00149527,0.00149527
153,474.962,0.96887,0.68985,0.94955,0.75606,0.72909,0.80158,0.58772,1.32683,1.00439,0.96741,0.00144161,0.00144161,0.00144161
154,477.694,1.03351,0.71216,0.94363,0.83414,0.71958,0.8214,0.60018,1.31857,0.97962,0.96836,0.00138883,0.00138883,0.00138883
155,480.471,1.00399,0.68571,0.95729,0.73185,0.7761,0.80502,0.58025,1.32358,1.00625,0.97285,0.00133695,0.00133695,0.00133695
156,483.175,0.9859,0.6944,0.93826,0.62004,0.75599,0.74563,0.5431,1.33194,1.04343,0.97301,0.00128599,0.00128599,0.00128599
157,485.861,0.99102,0.69321,0.93082,0.69798,0.61972,0.72572,0.53787,1.31695,1.02495,0.96323,0.00123596,0.00123596,0.00123596
158,488.553,1.00013,0.69143,0.93993,0.68747,0.63533,0.73785,0.54969,1.29273,0.94769,0.95435,0.00118687,0.00118687,0.00118687
159,491.26,0.98869,0.67296,0.9501,0.65985,0.70541,0.74684,0.5607,1.28067,0.90797,0.95433,0.00113873,0.00113873,0.00113873
160,493.991,0.98788,0.66668,0.92362,0.69967,0.69369,0.75731,0.56172,1.29424,0.90295,0.96707,0.00109156,0.00109156,0.00109156
161,496.804,0.9767,0.68198,0.92959,0.73539,0.6874,0.76304,0.56464,1.29975,0.89959,0.97053,0.00104537,0.00104537,0.00104537
162,499.696,0.98915,0.68827,0.93262,0.83892,0.6036,0.77079,0.5702,1.28407,0.9059,0.96196,0.00100016,0.00100016,0.00100016
163,502.448,0.96678,0.65649,0.92207,0.89607,0.59788,0.779,0.58382,1.27255,0.92333,0.95129,0.000955951,0.000955951,0.000955951
164,505.188,0.95415,0.65881,0.92246,0.87672,0.60614,0.78562,0.58739,1.27349,0.93232,0.94782,0.000912754,0.000912754,0.000912754
165,507.914,0.97409,0.66474,0.91901,0.76351,0.66678,0.78949,0.59083,1.27758,0.92962,0.94869,0.000870577,0.000870577,0.000870577
166,510.707,0.95352,0.64695,0.91504,0.77344,0.68944,0.79206,0.58912,1.27354,0.91446,0.95086,0.000829431,0.000829431,0.000829431
167,513.341,0.95854,0.65311,0.93274,0.84659,0.67117,0.80534,0.6114,1.26769,0.90219,0.95164,0.000789327,0.000789327,0.000789327
168,516.136,0.91487,0.63523,0.91181,0.90702,0.63859,0.81289,0.60389,1.25858,0.8931,0.95059,0.000750274,0.000750274,0.000750274
169,518.996,0.9341,0.63436,0.92104,0.76537,0.72288,0.80824,0.58709,1.25146,0.88706,0.95402,0.000712282,0.000712282,0.000712282
170,521.765,0.92348,0.66009,0.94188,0.88265,0.6808,0.82153,0.59495,1.26318,0.89824,0.95684,0.00067536,0.00067536,0.00067536
171,524.518,0.96564,0.67185,0.92374,0.75512,0.72442,0.80079,0.57736,1.27254,0.91538,0.95659,0.000639518,0.000639518,0.000639518
172,527.377,0.97857,0.66461,0.94617,0.69872,0.73472,0.77216,0.56524,1.28589,0.93509,0.96044,0.000604763,0.000604763,0.000604763
173,530.341,0.97742,0.65952,0.92754,0.74516,0.69329,0.77246,0.55249,1.28481,0.94528,0.96125,0.000571106,0.000571106,0.000571106
174,533.205,0.9518,0.66921,0.92997,0.76323,0.69189,0.77938,0.55988,1.28315,0.93663,0.9594,0.000538554,0.000538554,0.000538554
175,535.969,0.95708,0.6539,0.92262,0.76732,0.69625,0.78765,0.57754,1.27587,0.91584,0.95771,0.000507115,0.000507115,0.000507115
176,538.837,0.92733,0.63251,0.91277,0.73176,0.74353,0.79499,0.5848,1.26612,0.90834,0.95493,0.000476796,0.000476796,0.000476796
177,541.636,0.94483,0.63523,0.93273,0.67541,0.75211,0.79067,0.59058,1.25574,0.90367,0.95324,0.000447606,0.000447606,0.000447606
178,544.388,0.95372,0.6644,0.93164,0.85602,0.62763,0.79534,0.60157,1.26346,0.92124,0.95662,0.000419552,0.000419552,0.000419552
179,547.143,0.93505,0.63263,0.90593,0.87486,0.61699,0.79413,0.59351,1.27183,0.92844,0.95665,0.00039264,0.00039264,0.00039264
180,549.955,0.94398,0.64048,0.91046,0.88621,0.61291,0.7949,0.59002,1.27742,0.93235,0.95798,0.000366877,0.000366877,0.000366877
181,552.801,0.9417,0.65799,0.91576,0.88487,0.61362,0.78941,0.58318,1.28545,0.94012,0.95862,0.00034227,0.00034227,0.00034227
182,555.482,0.93814,0.64824,0.92272,0.89658,0.61134,0.78844,0.58059,1.28718,0.94421,0.95646,0.000318825,0.000318825,0.000318825
183,558.163,0.94837,0.64544,0.92345,0.9074,0.61029,0.78596,0.57967,1.28309,0.93609,0.95462,0.000296546,0.000296546,0.000296546
184,560.918,0.95368,0.64623,0.92217,0.88779,0.61257,0.79196,0.58578,1.27406,0.91875,0.95102,0.000275441,0.000275441,0.000275441
185,563.677,0.92184,0.63633,0.93815,0.83708,0.64226,0.79828,0.59397,1.26331,0.90807,0.94738,0.000255513,0.000255513,0.000255513
186,566.376,0.93591,0.6321,0.91689,0.8813,0.60781,0.80359,0.59756,1.25644,0.90635,0.94587,0.000236769,0.000236769,0.000236769
