epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,1829.79,1.04084,0.80331,1.00394,0.8537,0.70482,0.80292,0.58888,1.21559,0.96792,1.09806,0.0056704,0.0056704,0.0056704
94,1848.92,1.04113,0.83878,1.01091,0.88155,0.69343,0.77564,0.55602,1.25422,1.00935,1.0962,0.00559318,0.00559318,0.00559318
95,1868.23,1.0751,0.83697,1.03198,0.77606,0.71689,0.70507,0.47102,1.25638,1.18658,1.09492,0.00551584,0.00551584,0.00551584
96,1887.56,1.07069,0.81261,1.01552,0.54128,0.70421,0.50384,0.33493,1.20583,1.23635,1.07256,0.00543837,0.00543837,0.00543837
97,1907.28,1.08004,0.81561,1.03288,0.8662,0.74393,0.78077,0.56148,1.19286,0.95816,1.08259,0.00536081,0.00536081,0.00536081
98,1926.74,0.9895,0.79967,0.98987,0.88582,0.69584,0.79688,0.57988,1.1945,0.98197,1.09403,0.00528318,0.00528318,0.00528318
99,1946.76,0.9941,0.74304,0.98662,0.89174,0.70495,0.82209,0.58996,1.20732,0.94728,1.08048,0.00520548,0.00520548,0.00520548
100,1966.04,1.06277,0.77959,1.02385,0.75418,0.80051,0.79166,0.5736,1.22746,0.99772,1.08931,0.00512775,0.00512775,0.00512775
101,1984.61,1.04881,0.80652,1.04416,0.87799,0.73448,0.83591,0.60578,1.19944,1.10211,1.09615,0.00505,0.00505,0.00505
102,2004.42,1.06841,0.79863,1.03033,0.87388,0.7399,0.83382,0.6014,1.17872,1.09311,1.08587,0.00497225,0.00497225,0.00497225
103,2024.44,1.0055,0.76947,1.02249,0.9059,0.73485,0.84698,0.60369,1.17614,0.99868,1.07133,0.00489452,0.00489452,0.00489452
104,2044.37,1.04542,0.75702,1.02856,0.80931,0.679,0.77989,0.5694,1.17375,1.18449,1.07816,0.00481682,0.00481682,0.00481682
105,2064.15,1.05445,0.80241,1.02534,0.72612,0.69192,0.77894,0.54952,1.20553,1.37859,1.08905,0.00473919,0.00473919,0.00473919
106,2083.73,1.03268,0.82472,1.01339,0.89081,0.58775,0.78985,0.58004,1.22695,1.32595,1.08152,0.00466163,0.00466163,0.00466163
107,2102.69,1.02832,0.75743,0.98733,0.86852,0.69401,0.79265,0.58588,1.19702,1.17567,1.05685,0.00458416,0.00458416,0.00458416
108,2123.01,1.00867,0.74709,1.01522,0.70134,0.70436,0.7536,0.51385,1.20065,1.30318,1.04522,0.00450682,0.00450682,0.00450682
109,2143.09,0.99671,0.75229,1.00105,0.65874,0.66919,0.71466,0.48989,1.23012,1.47854,1.05686,0.0044296,0.0044296,0.0044296
110,2163.03,0.9879,0.74835,0.98531,0.61416,0.69949,0.65644,0.42344,1.25379,1.63519,1.07536,0.00435254,0.00435254,0.00435254
111,2182.74,1.0278,0.76229,1.01296,0.52665,0.64798,0.56343,0.40024,1.22084,1.61573,1.08373,0.00427565,0.00427565,0.00427565
112,2202.5,1.04573,0.78059,1.00118,0.56021,0.69358,0.64252,0.4573,1.16582,1.35303,1.04599,0.00419895,0.00419895,0.00419895
113,2221.94,1.01807,0.74924,0.97778,0.63422,0.77809,0.7075,0.50118,1.18195,1.13649,1.04685,0.00412246,0.00412246,0.00412246
114,2241.69,0.97988,0.76232,0.98448,0.53681,0.8163,0.69539,0.48339,1.21054,1.13097,1.05632,0.0040462,0.0040462,0.0040462
115,2261.49,1.02146,0.7895,0.97999,0.78724,0.58777,0.71992,0.50886,1.21587,1.10236,1.05898,0.00397019,0.00397019,0.00397019
116,2281.04,0.91272,0.7354,0.9854,0.60134,0.73715,0.73217,0.51871,1.18705,1.09821,1.06329,0.00389445,0.00389445,0.00389445
117,2301.4,0.96424,0.73541,1.00521,0.58588,0.79106,0.72846,0.51431,1.19712,1.1233,1.07193,0.00381899,0.00381899,0.00381899
118,2322.86,0.94653,0.71947,1.00254,0.6817,0.72754,0.73927,0.52253,1.20074,1.04429,1.0746,0.00374383,0.00374383,0.00374383
119,2342.75,0.92432,0.69258,0.96928,0.89899,0.67828,0.79087,0.5787,1.18881,1.0214,1.07069,0.00366899,0.00366899,0.00366899
120,2362.36,0.96181,0.73863,0.99181,0.73611,0.79378,0.78427,0.57767,1.17796,1.06205,1.04532,0.0035945,0.0035945,0.0035945
121,2381.79,0.98332,0.74032,0.98433,0.61348,0.78934,0.75087,0.55973,1.1798,1.1573,1.04265,0.00352037,0.00352037,0.00352037
122,2402.01,0.97794,0.73523,0.97292,0.65684,0.70623,0.72679,0.54258,1.16804,1.09646,1.03206,0.00344661,0.00344661,0.00344661
123,2422.03,0.96108,0.74344,1.00955,0.68692,0.72018,0.75429,0.56876,1.17369,1.03615,1.03752,0.00337325,0.00337325,0.00337325
124,2441.93,0.95092,0.69452,0.98991,0.76387,0.75435,0.77761,0.55054,1.18254,0.96515,1.06819,0.0033003,0.0033003,0.0033003
125,2462.04,0.94392,0.74841,0.97751,0.83029,0.69288,0.7956,0.55944,1.20572,0.98395,1.09283,0.00322778,0.00322778,0.00322778
126,2482.81,0.94973,0.72697,0.97039,0.73665,0.79335,0.79806,0.55932,1.23367,0.97526,1.10738,0.00315572,0.00315572,0.00315572
127,2502.76,0.95554,0.74554,1.00743,0.87955,0.66565,0.78614,0.54776,1.27006,0.96565,1.11849,0.00308412,0.00308412,0.00308412
128,2523.28,0.99399,0.68845,0.98801,0.8031,0.68021,0.76461,0.53485,1.21461,0.97068,1.08099,0.003013,0.003013,0.003013
129,2543.95,0.96092,0.72354,0.98741,0.73701,0.79185,0.77113,0.55862,1.16556,0.97445,1.05653,0.00294239,0.00294239,0.00294239
130,2564.52,0.95228,0.67719,0.95378,0.77488,0.7702,0.76959,0.56449,1.14227,0.98031,1.04418,0.0028723,0.0028723,0.0028723
131,2584.45,0.90766,0.66595,0.97066,0.72235,0.75145,0.76638,0.56924,1.13897,1.01068,1.0382,0.00280275,0.00280275,0.00280275
132,2604.94,0.92079,0.68565,0.96153,0.66219,0.81566,0.78349,0.59311,1.15667,1.06412,1.03643,0.00273375,0.00273375,0.00273375
133,2625.19,0.90681,0.68265,0.96443,0.72191,0.76723,0.7967,0.60619,1.16908,0.97234,1.03521,0.00266532,0.00266532,0.00266532
134,2645.63,0.92056,0.69082,0.9794,0.74331,0.77943,0.80159,0.61728,1.17798,0.96022,1.03608,0.00259748,0.00259748,0.00259748
135,2666.26,0.89504,0.66598,0.94927,0.73806,0.71458,0.80585,0.62486,1.17123,0.93538,1.0332,0.00253024,0.00253024,0.00253024
136,2685.65,0.88724,0.67696,0.97442,0.75896,0.71869,0.81385,0.6447,1.12828,0.90689,1.02493,0.00246363,0.00246363,0.00246363
137,2704.3,0.92016,0.67842,0.97204,0.80067,0.70267,0.84371,0.64894,1.11228,0.87308,1.03207,0.00239766,0.00239766,0.00239766
138,2723.46,0.91988,0.66728,0.95246,0.82596,0.70354,0.84436,0.63325,1.11669,0.851,1.04593,0.00233234,0.00233234,0.00233234
139,2742.31,0.89137,0.66539,0.96063,0.84348,0.78658,0.87167,0.65078,1.12092,0.83705,1.049,0.00226769,0.00226769,0.00226769
140,2761.31,0.94183,0.67391,0.97215,0.773,0.80758,0.86022,0.65877,1.13061,0.86413,1.04072,0.00220372,0.00220372,0.00220372
141,2780.14,0.88244,0.68882,0.97833,0.75079,0.79545,0.85181,0.64885,1.15165,0.89098,1.03942,0.00214046,0.00214046,0.00214046
142,2799.37,0.90601,0.67007,0.97348,0.75396,0.80185,0.85112,0.64606,1.158,0.88775,1.03756,0.00207792,0.00207792,0.00207792
143,2818,0.85691,0.65065,0.96436,0.78144,0.79545,0.85032,0.66265,1.1403,0.88447,1.02925,0.00201611,0.00201611,0.00201611
144,2836.86,0.88842,0.66314,0.97991,0.78916,0.81207,0.86518,0.66781,1.11639,0.86734,1.02055,0.00195505,0.00195505,0.00195505
145,2856.27,0.86869,0.62891,0.93205,0.79396,0.8011,0.86826,0.66849,1.12536,0.86582,1.02125,0.00189475,0.00189475,0.00189475
146,2875.75,0.90034,0.6545,0.97015,0.88354,0.75669,0.86834,0.65853,1.15481,0.87019,1.03158,0.00183523,0.00183523,0.00183523
147,2894.99,0.84724,0.63136,0.96002,0.90434,0.75505,0.86668,0.65632,1.17221,0.87582,1.03863,0.00177651,0.00177651,0.00177651
148,2914.05,0.89984,0.65127,0.98204,0.7877,0.80984,0.85435,0.65428,1.15651,0.87989,1.02336,0.00171859,0.00171859,0.00171859
149,2933.29,0.91971,0.68964,0.96185,0.79044,0.80406,0.83708,0.64589,1.13681,0.89474,1.01266,0.00166149,0.00166149,0.00166149
150,2952.51,0.86376,0.60559,0.959,0.78732,0.79531,0.82943,0.65078,1.12741,0.90432,1.00816,0.00160523,0.00160523,0.00160523
151,2972.37,0.87928,0.63388,0.96775,0.7813,0.81061,0.83615,0.65432,1.12174,0.87884,1.00636,0.00154982,0.00154982,0.00154982
152,2991.63,0.88917,0.64941,0.95139,0.78801,0.80457,0.84277,0.64985,1.12231,0.84951,1.01361,0.00149527,0.00149527,0.00149527
153,3011.17,0.876,0.6584,0.96002,0.78789,0.81399,0.84251,0.64464,1.12042,0.83681,1.01691,0.00144161,0.00144161,0.00144161
154,3031.07,0.91313,0.669,0.99396,0.78746,0.80454,0.83799,0.65068,1.12432,0.84018,1.02005,0.00138883,0.00138883,0.00138883
155,3050.49,0.83727,0.6301,0.96603,0.78745,0.80072,0.83371,0.65172,1.13165,0.83954,1.02263,0.00133695,0.00133695,0.00133695
156,3069.83,0.85351,0.62664,0.9692,0.71979,0.80938,0.79337,0.62406,1.15705,0.93955,1.0278,0.00128599,0.00128599,0.00128599
157,3090.03,0.88815,0.63336,0.93984,0.63455,0.77259,0.76347,0.59629,1.17216,1.0412,1.03029,0.00123596,0.00123596,0.00123596
158,3109.72,0.84358,0.61962,0.96951,0.61957,0.74747,0.73766,0.58107,1.18,1.12049,1.02948,0.00118687,0.00118687,0.00118687
159,3129.82,0.81571,0.5736,0.93532,0.62957,0.75121,0.72558,0.5723,1.17202,1.13897,1.0233,0.00113873,0.00113873,0.00113873
160,3149.62,0.85516,0.59615,0.95542,0.60535,0.79798,0.72638,0.5816,1.17638,1.10533,1.01937,0.00109156,0.00109156,0.00109156
161,3169.28,0.83822,0.65589,0.96365,0.59632,0.75755,0.72145,0.57427,1.18894,1.13977,1.02199,0.00104537,0.00104537,0.00104537
162,3189.06,0.868,0.61307,0.949,0.63121,0.74575,0.7261,0.5645,1.19298,1.1585,1.0229,0.00100016,0.00100016,0.00100016
163,3208.56,0.84723,0.58155,0.94432,0.61969,0.74747,0.73202,0.56421,1.20097,1.20149,1.02856,0.000955951,0.000955951,0.000955951
164,3228.64,0.8533,0.6128,0.93728,0.60607,0.76768,0.71935,0.55755,1.1993,1.22781,1.0325,0.000912754,0.000912754,0.000912754
165,3248.68,0.81854,0.63728,0.95502,0.60759,0.76263,0.72879,0.55914,1.19648,1.21543,1.03151,0.000870577,0.000870577,0.000870577
166,3268.83,0.78663,0.56898,0.94284,0.61108,0.76287,0.74507,0.57661,1.19615,1.20324,1.03204,0.000829431,0.000829431,0.000829431
167,3288,0.84362,0.62099,0.97836,0.61252,0.75511,0.75241,0.58235,1.19512,1.18773,1.03244,0.000789327,0.000789327,0.000789327
168,3307.58,0.84777,0.61554,0.92735,0.62105,0.76263,0.77057,0.60763,1.20128,1.16294,1.03835,0.000750274,0.000750274,0.000750274
169,3327.84,0.79505,0.60107,0.95381,0.62042,0.75758,0.75826,0.59392,1.20432,1.15359,1.03962,0.000712282,0.000712282,0.000712282
170,3347.55,0.8663,0.6214,0.93837,0.61602,0.76263,0.76066,0.59558,1.20026,1.13905,1.03818,0.00067536,0.00067536,0.00067536
171,3367.23,0.85666,0.60517,0.95236,0.61308,0.77001,0.75827,0.59144,1.19321,1.13949,1.03464,0.000639518,0.000639518,0.000639518
172,3386.48,0.83475,0.59649,0.96602,0.62644,0.75026,0.76453,0.60415,1.16966,1.12541,1.02619,0.000604763,0.000604763,0.000604763
173,3406.09,0.85162,0.61138,0.94719,0.6211,0.75758,0.77038,0.60945,1.15572,1.10594,1.02196,0.000571106,0.000571106,0.000571106
174,3426.25,0.78527,0.57712,0.94462,0.62271,0.75253,0.77401,0.61112,1.14644,1.09422,1.0175,0.000538554,0.000538554,0.000538554
175,3446.23,0.8137,0.58575,0.91906,0.62639,0.75253,0.77821,0.61371,1.1412,1.06721,1.01348,0.000507115,0.000507115,0.000507115
176,3466.77,0.81864,0.57815,0.9567,0.63098,0.76349,0.7989,0.63676,1.14155,1.02767,1.01124,0.000476796,0.000476796,0.000476796
177,3486.46,0.83714,0.55863,0.93923,0.63536,0.76785,0.79989,0.63442,1.14444,1.0262,1.01151,0.000447606,0.000447606,0.000447606
178,3505.96,0.80126,0.58469,0.91862,0.81716,0.69697,0.80509,0.64661,1.14582,1.01459,1.01112,0.000419552,0.000419552,0.000419552
179,3524.99,0.82576,0.61153,0.95143,0.80771,0.69192,0.80338,0.63943,1.14922,1.02026,1.01077,0.00039264,0.00039264,0.00039264
180,3543.96,0.81058,0.60607,0.96749,0.75465,0.69835,0.80385,0.64149,1.15052,1.02612,1.00989,0.000366877,0.000366877,0.000366877
181,3563.03,0.83335,0.59072,0.94025,0.78223,0.69697,0.80408,0.64492,1.15026,1.01672,1.00895,0.00034227,0.00034227,0.00034227
