epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,205.658,1.3466,1.1399,1.07485,0.43347,0.59734,0.50449,0.29403,1.69749,1.5964,1.10818,0.00891313,0.00891313,0.00891313
45,210.168,1.36399,1.12555,1.10379,0.53236,0.67745,0.56107,0.35317,1.58539,1.48449,1.06792,0.00886404,0.00886404,0.00886404
46,214.566,1.34645,1.09331,1.0586,0.51284,0.60928,0.5507,0.29607,1.63136,1.54778,1.10504,0.00881401,0.00881401,0.00881401
47,219.062,1.38919,1.1201,1.06928,0.70162,0.61076,0.63616,0.3917,1.50301,1.42694,1.07114,0.00876305,0.00876305,0.00876305
48,223.504,1.36464,1.15028,1.08863,0.5072,0.67991,0.70668,0.44969,1.53208,1.41529,1.0661,0.00871117,0.00871117,0.00871117
49,227.774,1.33834,1.11774,1.05483,0.55539,0.5171,0.54786,0.34508,1.52451,1.39323,1.06348,0.00865839,0.00865839,0.00865839
50,231.892,1.33504,1.11817,1.07681,0.6638,0.53946,0.59167,0.36742,1.62136,1.35575,1.0987,0.00860473,0.00860473,0.00860473
51,236.103,1.44329,1.223,1.1076,0.51774,0.49795,0.51133,0.30956,1.69889,1.42901,1.09056,0.00855018,0.00855018,0.00855018
52,240.387,1.38066,1.13137,1.06283,0.56432,0.61944,0.67029,0.40052,1.53308,1.30058,1.08413,0.00849477,0.00849477,0.00849477
53,244.613,1.39117,1.1046,1.06831,0.69626,0.65223,0.61192,0.4092,1.49323,1.32128,1.0528,0.00843851,0.00843851,0.00843851
54,248.846,1.29412,1.08183,1.04621,0.72182,0.6436,0.67093,0.44402,1.4611,1.18309,1.04158,0.00838141,0.00838141,0.00838141
55,253.026,1.33564,1.08006,1.07451,0.64667,0.65089,0.58971,0.36953,1.46992,1.25113,1.04153,0.00832349,0.00832349,0.00832349
56,257.352,1.33837,1.08583,1.05831,0.6411,0.68646,0.69086,0.46209,1.44854,1.16715,1.02447,0.00826477,0.00826477,0.00826477
57,261.917,1.30668,1.05264,1.0676,0.59108,0.60882,0.67622,0.4655,1.40758,1.23711,1.0116,0.00820525,0.00820525,0.00820525
58,266.413,1.28928,1.01986,1.0482,0.41153,0.77173,0.58994,0.36891,1.51329,1.22862,1.05809,0.00814495,0.00814495,0.00814495
59,270.82,1.32378,1.05021,1.04603,0.56268,0.51131,0.53311,0.32774,1.60811,1.37305,1.06297,0.00808389,0.00808389,0.00808389
60,275.226,1.30522,1.03825,1.06706,0.5925,0.6065,0.59891,0.37703,1.45072,1.27932,1.0338,0.00802208,0.00802208,0.00802208
61,279.688,1.33742,1.05109,1.0509,0.59843,0.66041,0.67628,0.44448,1.45847,1.21654,1.03201,0.00795954,0.00795954,0.00795954
62,284.483,1.26764,1.02116,1.03418,0.57497,0.50821,0.59993,0.39295,1.46839,1.20528,1.01621,0.00789628,0.00789628,0.00789628
63,288.945,1.29573,1.07838,1.02886,0.48498,0.57341,0.56738,0.37265,1.46904,1.24797,1.03684,0.00783231,0.00783231,0.00783231
64,293.269,1.27153,1.03492,1.04169,0.63539,0.71261,0.70563,0.42588,1.48057,1.08463,1.04645,0.00776766,0.00776766,0.00776766
65,297.503,1.2471,1.00419,1.04642,0.66444,0.59981,0.66936,0.43648,1.4255,1.13474,1.01348,0.00770234,0.00770234,0.00770234
66,301.799,1.29433,1.00623,1.04686,0.70867,0.58015,0.7043,0.45353,1.48285,1.23127,1.03317,0.00763637,0.00763637,0.00763637
67,305.915,1.30477,1.05332,1.0358,0.75518,0.61609,0.69593,0.44787,1.48069,1.13186,1.04218,0.00756976,0.00756976,0.00756976
68,310.248,1.2986,1.02262,1.03123,0.61278,0.67974,0.66152,0.44283,1.39505,1.0931,1.0228,0.00750252,0.00750252,0.00750252
69,314.539,1.26927,1.04119,1.05839,0.69254,0.63272,0.68424,0.42581,1.48202,1.11488,1.05226,0.00743468,0.00743468,0.00743468
70,318.804,1.24663,1.03383,1.05873,0.55736,0.70576,0.64587,0.41199,1.48166,1.18138,1.03616,0.00736625,0.00736625,0.00736625
71,323.16,1.28014,1.04704,1.0481,0.66064,0.68969,0.65429,0.42608,1.41174,1.11553,1.02142,0.00729725,0.00729725,0.00729725
72,327.421,1.24458,0.99109,1.03268,0.68289,0.50063,0.65731,0.43776,1.38575,1.28707,1.00777,0.0072277,0.0072277,0.0072277
73,331.971,1.28967,1.0286,1.03397,0.65446,0.52552,0.60033,0.39158,1.42015,1.33184,1.02723,0.00715761,0.00715761,0.00715761
74,336.392,1.25212,0.99913,1.06725,0.82149,0.42088,0.62866,0.39066,1.49081,1.36302,1.06688,0.007087,0.007087,0.007087
75,340.881,1.28257,0.9765,1.01617,0.78918,0.60491,0.73467,0.44874,1.45285,1.15575,1.04647,0.00701588,0.00701588,0.00701588
76,345.563,1.25103,1.00471,1.02383,0.67958,0.62415,0.66728,0.41444,1.43315,1.15762,1.02478,0.00694428,0.00694428,0.00694428
77,350.171,1.24648,0.98563,1.03671,0.73063,0.74025,0.76666,0.50359,1.40699,1.07434,1.01813,0.00687222,0.00687222,0.00687222
78,354.728,1.24224,0.95973,1.02245,0.80698,0.60202,0.72511,0.48693,1.44926,1.18106,1.03163,0.0067997,0.0067997,0.0067997
79,359.106,1.234,0.96512,1.02782,0.8126,0.59168,0.73478,0.43563,1.4718,1.19233,1.04621,0.00672675,0.00672675,0.00672675
80,363.62,1.2327,0.94132,1.0253,0.67668,0.71334,0.77186,0.48767,1.41565,1.04312,1.01688,0.00665339,0.00665339,0.00665339
81,368.192,1.2259,0.95393,1.0278,0.70437,0.79712,0.77926,0.50385,1.40763,1.01204,1.02445,0.00657963,0.00657963,0.00657963
82,372.802,1.20275,0.93958,1.03335,0.68676,0.70364,0.70725,0.49142,1.36158,1.06732,1.00687,0.0065055,0.0065055,0.0065055
83,377.379,1.2097,0.94434,1.01765,0.58996,0.66384,0.62388,0.42562,1.36114,1.10802,0.99273,0.00643101,0.00643101,0.00643101
84,381.708,1.22751,0.93395,1.02949,0.63538,0.6865,0.67166,0.44894,1.36997,1.06646,1.00081,0.00635617,0.00635617,0.00635617
85,386.081,1.24341,0.96287,1.00525,0.72978,0.68558,0.70887,0.4977,1.37204,1.07023,0.99562,0.00628101,0.00628101,0.00628101
86,390.493,1.20148,0.95191,1.01723,0.5225,0.76511,0.68188,0.46372,1.41082,1.18056,1.00578,0.00620555,0.00620555,0.00620555
87,394.964,1.22913,0.91101,1.00359,0.77841,0.61025,0.71763,0.49204,1.40615,1.08873,1.00572,0.00612981,0.00612981,0.00612981
88,399.387,1.21673,0.92899,1.01579,0.53749,0.81022,0.66656,0.43928,1.4403,1.23445,1.01022,0.0060538,0.0060538,0.0060538
89,403.983,1.20569,0.92885,1.01596,0.38189,0.72634,0.4763,0.29484,1.46151,1.58189,1.01964,0.00597754,0.00597754,0.00597754
90,408.345,1.18364,0.95135,1.02063,0.4731,0.52712,0.44657,0.28463,1.3864,1.57468,1.00747,0.00590105,0.00590105,0.00590105
91,412.681,1.21926,0.92263,1.02366,0.52238,0.64436,0.61411,0.42424,1.39935,1.14823,1.01001,0.00582435,0.00582435,0.00582435
92,417.006,1.2435,0.96399,1.02366,0.70586,0.53881,0.62559,0.37148,1.50794,1.22678,1.10945,0.00574746,0.00574746,0.00574746
93,421.258,1.25887,0.92876,1.01277,0.69115,0.58811,0.66928,0.41306,1.41114,1.22009,1.06834,0.0056704,0.0056704,0.0056704
94,425.501,1.21194,0.94673,1.01671,0.5959,0.58619,0.63511,0.41587,1.41658,1.15394,1.03122,0.00559318,0.00559318,0.00559318
95,430.081,1.23855,1.01066,1.05404,0.51701,0.71514,0.58725,0.37502,1.42607,1.14153,1.02541,0.00551584,0.00551584,0.00551584
96,434.473,1.18124,0.90563,0.99794,0.51954,0.69275,0.63326,0.363,1.43963,1.22874,1.04008,0.00543837,0.00543837,0.00543837
97,438.823,1.17582,0.94132,1.00618,0.53558,0.69202,0.66479,0.42719,1.39927,1.24264,1.01238,0.00536081,0.00536081,0.00536081
98,443.135,1.2136,0.90266,1.01115,0.87514,0.53423,0.72966,0.49855,1.36859,1.12523,1.00754,0.00528318,0.00528318,0.00528318
99,447.775,1.20652,0.87113,1.00123,0.84202,0.60403,0.76705,0.50729,1.33707,1.09018,0.99644,0.00520548,0.00520548,0.00520548
100,452.347,1.18731,0.88436,1.00072,0.85756,0.66703,0.8026,0.52421,1.36344,1.04603,1.00501,0.00512775,0.00512775,0.00512775
101,456.981,1.15768,0.88203,1.00634,0.80688,0.6754,0.79281,0.54667,1.33708,1.02886,0.99247,0.00505,0.00505,0.00505
102,461.573,1.14292,0.88263,0.96876,0.83611,0.72595,0.82116,0.61336,1.2902,0.92811,0.99127,0.00497225,0.00497225,0.00497225
103,466.152,1.13133,0.87851,0.99621,0.85464,0.72288,0.80342,0.60318,1.33023,0.94967,1.00683,0.00489452,0.00489452,0.00489452
104,470.53,1.13183,0.84176,0.99456,0.91103,0.67172,0.82488,0.58499,1.36639,0.98137,1.01223,0.00481682,0.00481682,0.00481682
105,475.018,1.14268,0.87692,1.00767,0.7493,0.75405,0.836,0.58294,1.33294,0.994,0.99667,0.00473919,0.00473919,0.00473919
106,479.682,1.14953,0.84077,0.99109,0.79272,0.67848,0.80539,0.5543,1.34638,0.99705,0.99679,0.00466163,0.00466163,0.00466163
107,484.208,1.121,0.82818,0.98298,0.72124,0.75013,0.80296,0.55076,1.40322,1.03083,1.00651,0.00458416,0.00458416,0.00458416
108,488.464,1.18929,0.92151,1.0055,0.77376,0.70931,0.81385,0.54308,1.40338,1.06201,1.01354,0.00450682,0.00450682,0.00450682
109,492.821,1.15378,0.86512,1.00388,0.78469,0.69447,0.8152,0.56393,1.29844,1.02678,0.97542,0.0044296,0.0044296,0.0044296
110,497.234,1.13622,0.85885,0.97209,0.65105,0.76762,0.78415,0.54195,1.34149,1.17989,1.00327,0.00435254,0.00435254,0.00435254
111,501.796,1.14659,0.84778,0.9838,0.90869,0.68134,0.83147,0.57468,1.35135,1.01671,1.00081,0.00427565,0.00427565,0.00427565
112,506.202,1.12174,0.91502,1.01091,0.85791,0.66456,0.78278,0.52068,1.38544,1.05718,0.99973,0.00419895,0.00419895,0.00419895
113,510.662,1.13708,0.87601,1.00752,0.78094,0.53633,0.70354,0.44421,1.3969,1.24201,1.02204,0.00412246,0.00412246,0.00412246
114,515.1,1.13587,0.85279,0.97768,0.73821,0.70784,0.74172,0.50825,1.3897,1.10559,0.98946,0.0040462,0.0040462,0.0040462
115,519.647,1.11779,0.8572,1.00035,0.70787,0.75546,0.77681,0.5453,1.36375,1.02695,0.985,0.00397019,0.00397019,0.00397019
116,523.972,1.11112,0.81712,0.9789,0.72372,0.73769,0.73489,0.50372,1.3625,1.00372,0.9978,0.00389445,0.00389445,0.00389445
117,528.467,1.12798,0.83269,0.99194,0.64779,0.68679,0.71637,0.48963,1.34815,1.05357,1.00017,0.00381899,0.00381899,0.00381899
118,532.934,1.13859,0.82306,0.97407,0.78851,0.65743,0.77921,0.51864,1.30352,0.97848,0.97542,0.00374383,0.00374383,0.00374383
119,537.292,1.15222,0.83329,0.98527,0.79071,0.62062,0.75779,0.5084,1.30954,1.04181,0.98887,0.00366899,0.00366899,0.00366899
120,541.656,1.19309,0.87945,1.00323,0.84022,0.60962,0.77327,0.53149,1.31929,1.08732,0.99046,0.0035945,0.0035945,0.0035945
121,545.936,1.12298,0.83378,0.97799,0.8108,0.77329,0.82315,0.58748,1.29218,0.99976,0.9754,0.00352037,0.00352037,0.00352037
122,550.272,1.09861,0.83233,0.97971,0.94006,0.65254,0.82845,0.60068,1.28986,0.96463,0.97123,0.00344661,0.00344661,0.00344661
123,554.58,1.13471,0.85119,0.97859,0.9477,0.64176,0.83551,0.59898,1.30112,0.98167,0.97642,0.00337325,0.00337325,0.00337325
124,558.826,1.09153,0.81492,0.98203,0.8015,0.77339,0.84897,0.60921,1.29241,0.9445,0.97854,0.0033003,0.0033003,0.0033003
125,563.162,1.06022,0.82281,0.98436,0.92487,0.67827,0.85276,0.57935,1.3031,0.93298,0.99203,0.00322778,0.00322778,0.00322778
126,567.513,1.11698,0.85654,1.00412,0.78144,0.63767,0.78653,0.5423,1.37975,1.06652,1.01701,0.00315572,0.00315572,0.00315572
127,571.883,1.13172,0.81354,0.9679,0.80876,0.69165,0.81258,0.56473,1.36868,1.03744,1.00715,0.00308412,0.00308412,0.00308412
128,576.17,1.08975,0.82133,0.97438,0.88416,0.75449,0.84964,0.60765,1.31096,0.92229,0.98874,0.003013,0.003013,0.003013
129,580.515,1.0797,0.79877,0.97478,0.85714,0.71064,0.8507,0.62155,1.29785,0.94483,0.98269,0.00294239,0.00294239,0.00294239
130,584.95,1.09369,0.77614,0.98785,0.65959,0.79744,0.82358,0.58315,1.2811,1.03362,0.97804,0.0028723,0.0028723,0.0028723
131,588.58,1.08033,0.80221,0.97375,0.78118,0.73263,0.80855,0.59135,1.29001,1.0191,0.97381,0.00280275,0.00280275,0.00280275
132,591.813,1.10727,0.80503,0.96203,0.64682,0.75564,0.7749,0.54038,1.28572,0.97796,0.97405,0.00273375,0.00273375,0.00273375
133,594.918,1.0345,0.76693,0.98335,0.74435,0.64644,0.77433,0.53299,1.29882,0.97985,0.98328,0.00266532,0.00266532,0.00266532
134,597.755,1.0968,0.80619,0.97573,0.8315,0.60531,0.75838,0.51794,1.29506,1.00447,0.97807,0.00259748,0.00259748,0.00259748
135,600.572,1.09574,0.78016,0.95748,0.76682,0.68423,0.78987,0.5462,1.29995,1.00534,0.97471,0.00253024,0.00253024,0.00253024
136,603.391,1.07759,0.75667,0.93921,0.71701,0.69704,0.80636,0.55414,1.28599,0.99835,0.97753,0.00246363,0.00246363,0.00246363
137,606.171,1.11014,0.81545,0.97188,0.86755,0.70499,0.84388,0.59392,1.28721,0.94463,0.97726,0.00239766,0.00239766,0.00239766
138,609.032,1.06889,0.74843,0.95782,0.87812,0.72302,0.85052,0.63679,1.26993,0.90258,0.968,0.00233234,0.00233234,0.00233234
139,611.8,1.06778,0.75423,0.96922,0.78984,0.78979,0.85752,0.64603,1.25973,0.90543,0.9628,0.00226769,0.00226769,0.00226769
140,614.528,1.05557,0.73821,0.95727,0.77862,0.78197,0.85568,0.6575,1.26609,0.8931,0.96482,0.00220372,0.00220372,0.00220372
141,617.238,1.0357,0.74803,0.97687,0.77089,0.75,0.84248,0.64313,1.27565,0.89262,0.96962,0.00214046,0.00214046,0.00214046
142,621.253,1.06188,0.75517,0.95679,0.69793,0.84212,0.84659,0.64543,1.26496,0.90576,0.96499,0.00207792,0.00207792,0.00207792
143,625.52,1.048,0.75773,0.96205,0.81417,0.73138,0.84376,0.64317,1.28799,0.94588,0.97125,0.00201611,0.00201611,0.00201611
144,629.721,1.11626,0.79514,0.97442,0.76328,0.80148,0.82979,0.60634,1.31836,0.96563,0.97815,0.00195505,0.00195505,0.00195505
145,634.063,1.02268,0.74421,0.95859,0.71304,0.74051,0.80219,0.59037,1.32341,0.97264,0.97833,0.00189475,0.00189475,0.00189475
146,638.497,1.04449,0.73002,0.9507,0.82831,0.64186,0.80045,0.59728,1.30123,0.97532,0.97372,0.00183523,0.00183523,0.00183523
147,643.028,1.05931,0.77035,0.9593,0.66119,0.76046,0.80412,0.57513,1.28239,0.98141,0.9654,0.00177651,0.00177651,0.00177651
148,647.351,1.03527,0.73095,0.95894,0.65331,0.79065,0.81224,0.58066,1.30547,0.98943,0.97006,0.00171859,0.00171859,0.00171859
149,651.693,1.04775,0.7668,0.9844,0.7144,0.74293,0.81949,0.57697,1.3126,0.95366,0.97367,0.00166149,0.00166149,0.00166149
150,656.025,1.00131,0.72734,0.96146,0.76543,0.73393,0.8365,0.59743,1.30435,0.91747,0.97433,0.00160523,0.00160523,0.00160523
151,660.527,0.99745,0.70198,0.94387,0.83617,0.70999,0.84953,0.60124,1.26745,0.90127,0.9679,0.00154982,0.00154982,0.00154982
152,664.935,1.01451,0.71973,0.94877,0.82158,0.69723,0.84486,0.62043,1.25452,0.91174,0.96613,0.00149527,0.00149527,0.00149527
153,669.275,1.00207,0.71481,0.9476,0.93061,0.70135,0.85508,0.63133,1.25998,0.91243,0.96367,0.00144161,0.00144161,0.00144161
154,673.513,1.04357,0.72768,0.95616,0.7567,0.76985,0.8429,0.62386,1.27975,0.91015,0.96281,0.00138883,0.00138883,0.00138883
155,677.776,1.03886,0.74314,0.96726,0.7863,0.75966,0.8395,0.6259,1.28882,0.9205,0.96499,0.00133695,0.00133695,0.00133695
156,682.204,0.99234,0.69965,0.93583,0.7807,0.74791,0.83367,0.61175,1.28674,0.93792,0.96749,0.00128599,0.00128599,0.00128599
157,686.441,1.01018,0.69645,0.94377,0.83743,0.75449,0.83519,0.61833,1.26146,0.94257,0.96608,0.00123596,0.00123596,0.00123596
158,690.753,1.02665,0.70995,0.95751,0.84743,0.75034,0.83864,0.62644,1.24289,0.9061,0.96533,0.00118687,0.00118687,0.00118687
159,695.01,1.0071,0.726,0.96202,0.77825,0.73768,0.83494,0.62779,1.23241,0.88878,0.95945,0.00113873,0.00113873,0.00113873
160,699.352,0.99981,0.7087,0.93533,0.79318,0.77497,0.842,0.65071,1.23619,0.8905,0.96118,0.00109156,0.00109156,0.00109156
161,703.78,0.97591,0.68508,0.91808,0.8101,0.77588,0.84977,0.64965,1.2332,0.88482,0.95994,0.00104537,0.00104537,0.00104537
162,707.95,1.01078,0.72029,0.94236,0.81944,0.80489,0.85731,0.653,1.23637,0.88043,0.96125,0.00100016,0.00100016,0.00100016
163,712.261,0.98065,0.69751,0.95948,0.82016,0.81237,0.86434,0.65558,1.23094,0.8683,0.95947,0.000955951,0.000955951,0.000955951
164,716.578,0.99277,0.69475,0.93233,0.90598,0.73324,0.86826,0.6585,1.22492,0.85398,0.95679,0.000912754,0.000912754,0.000912754
165,720.924,0.9623,0.67592,0.92261,0.89509,0.72748,0.86916,0.66748,1.22413,0.85698,0.95379,0.000870577,0.000870577,0.000870577
166,723.806,0.94574,0.68154,0.93907,0.8668,0.73867,0.8619,0.66824,1.22416,0.86751,0.95319,0.000829431,0.000829431,0.000829431
167,726.446,1.00635,0.71931,0.94092,0.91559,0.69442,0.85489,0.66278,1.22803,0.89143,0.95569,0.000789327,0.000789327,0.000789327
168,729.1,0.96341,0.67532,0.94667,0.82505,0.71095,0.84753,0.65607,1.23453,0.90732,0.95595,0.000750274,0.000750274,0.000750274
169,731.891,0.99591,0.68816,0.93257,0.85673,0.69565,0.84743,0.66279,1.23753,0.91837,0.95498,0.000712282,0.000712282,0.000712282
170,734.853,0.93581,0.67107,0.94761,0.86368,0.69724,0.86029,0.6547,1.24979,0.91463,0.95861,0.00067536,0.00067536,0.00067536
171,737.586,0.98464,0.69398,0.92968,0.80064,0.77058,0.87226,0.66021,1.24878,0.90039,0.95947,0.000639518,0.000639518,0.000639518
172,740.302,0.99887,0.73167,0.95901,0.84945,0.7958,0.8798,0.66356,1.24558,0.87631,0.9575,0.000604763,0.000604763,0.000604763
173,743.039,0.96117,0.6843,0.94146,0.86377,0.7999,0.88433,0.66985,1.23924,0.86691,0.95725,0.000571106,0.000571106,0.000571106
174,745.804,0.94535,0.67404,0.93861,0.84723,0.80932,0.88235,0.67329,1.23902,0.86889,0.95644,0.000538554,0.000538554,0.000538554
175,748.762,0.97328,0.68284,0.92853,0.86758,0.77912,0.87555,0.65961,1.2396,0.88024,0.95663,0.000507115,0.000507115,0.000507115
176,751.551,0.97031,0.64653,0.93123,0.77958,0.82495,0.85946,0.64535,1.2416,0.89789,0.95643,0.000476796,0.000476796,0.000476796
177,754.211,0.96251,0.71055,0.9476,0.76482,0.81269,0.85394,0.64197,1.25045,0.9116,0.95807,0.000447606,0.000447606,0.000447606
178,756.932,0.97341,0.69125,0.95387,0.72584,0.80773,0.84718,0.64365,1.25395,0.91892,0.9561,0.000419552,0.000419552,0.000419552
179,759.62,0.93692,0.65933,0.92285,0.7145,0.82012,0.84776,0.63762,1.2519,0.92049,0.95532,0.00039264,0.00039264,0.00039264
180,762.451,0.98759,0.68095,0.92996,0.69957,0.83851,0.84735,0.63903,1.24894,0.92367,0.95508,0.000366877,0.000366877,0.000366877
181,765.21,0.95867,0.66591,0.93059,0.74396,0.77407,0.8455,0.63689,1.24745,0.91882,0.95576,0.00034227,0.00034227,0.00034227
182,767.922,0.98078,0.66841,0.95394,0.75572,0.76511,0.84802,0.63266,1.24728,0.91769,0.95502,0.000318825,0.000318825,0.000318825
183,770.63,0.94434,0.69449,0.92416,0.7681,0.76946,0.85416,0.65159,1.24703,0.90039,0.95499,0.000296546,0.000296546,0.000296546
184,773.32,0.95102,0.65698,0.93401,0.75105,0.76559,0.85607,0.65797,1.24356,0.89196,0.95453,0.000275441,0.000275441,0.000275441
185,775.982,0.96024,0.67038,0.94408,0.76284,0.7636,0.85778,0.66036,1.24171,0.899,0.95448,0.000255513,0.000255513,0.000255513
186,778.845,0.96833,0.66353,0.94143,0.76238,0.76251,0.85799,0.6611,1.24185,0.89977,0.95447,0.000236769,0.000236769,0.000236769
187,781.827,0.91639,0.65593,0.91969,0.74276,0.77678,0.85218,0.65476,1.24128,0.90274,0.95443,0.000219212,0.000219212,0.000219212
